date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:44	5232/5232	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225d322362-247b%22	https://universe-ity.github.io/robots.txt		(from )
17:20:45	12357/12357	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-3045%22	https://universe-ity.github.io/	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/index.html	(from )
17:20:45	4118/4118	---M-Z	200	added ('OK')	text/css	etag:W/%225e9764aa-1016%22	https://universe-ity.github.io/_static/pygments.css	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/pygments.css	(from https://universe-ity.github.io/)
17:20:45	18174/18174	---M-Z	200	added ('OK')	text/css	etag:W/%225e9764aa-46fe%22	https://universe-ity.github.io/_static/theme.css	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/theme.css	(from https://universe-ity.github.io/)
17:20:45	2341/2341	---M-Z	200	added ('OK')	text/css	etag:W/%225e9764aa-925%22	https://universe-ity.github.io/_static/romnnn_sphinx_press_theme.css	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/romnnn_sphinx_press_theme.css	(from https://universe-ity.github.io/)
17:20:45	1377/1377	---M-Z	200	added ('OK')	text/css	etag:W/%225e9764aa-561%22	https://universe-ity.github.io/_static/copybutton.css	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/copybutton.css	(from https://universe-ity.github.io/)
17:20:46	350/350	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-15e%22	https://universe-ity.github.io/_static/documentation_options.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/documentation_options.js	(from https://universe-ity.github.io/)
17:20:46	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-15851%22	https://universe-ity.github.io/_static/jquery.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/jquery.js	(from https://universe-ity.github.io/)
17:20:46	12140/12140	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-2f6c%22	https://universe-ity.github.io/_static/underscore.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/underscore.js	(from https://universe-ity.github.io/)
17:20:46	9354/9354	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-248a%22	https://universe-ity.github.io/_static/doctools.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/doctools.js	(from https://universe-ity.github.io/)
